lon	lat	type	loctype	address	north	south	east	west	postal_code	country	administrative_area_level_2	administrative_area_level_1	locality	street	streetNo	point_of_interest	query
-117.603104	33.640855	locality	approximate	rancho santa margarita, ca, usa	33.6726001	33.564161	-117.5559279	-117.63915	NA	united states	orange county	california	rancho santa margarita	NA	NA	NA	Rancho+Santa+Margarita,CA
-99.3239853	39.7561206	locality	approximate	phillipsburg, ks 67661, usa	39.7693659	39.7315059	-99.3025189	-99.3362651	67661	united states	phillips county	kansas	phillipsburg	NA	NA	NA	Phillipsburg,KS
-84.4549262	33.4487257	locality	approximate	fayetteville, ga, usa	33.4926159	33.412701	-84.4176831	-84.5121949	NA	united states	fayette county	georgia	fayetteville	NA	NA	NA	Fayetteville,GA
-75.0259637	39.4863773	locality	approximate	vineland, nj, usa	39.568643	39.3777149	-74.896626	-75.0871289	NA	united states	cumberland county	new jersey	vineland	NA	NA	NA	Vineland,NJ
-76.7002462	39.0839981	locality	approximate	odenton, md, usa	39.103308	39.0193109	-76.6550879	-76.734391	NA	united states	anne arundel county	maryland	odenton	NA	NA	NA	Odenton,MD
-81.398696	30.3344077	locality	approximate	atlantic beach, fl, usa	30.3608129	30.3233431	-81.3946733	-81.438526	NA	united states	duval county	florida	atlantic beach	NA	NA	NA	Atlantic+Beach,FL
-84.5603187	39.3454673	locality	approximate	fairfield, oh, usa	39.366656	39.3013859	-84.4762751	-84.629921	NA	united states	butler county	ohio	fairfield	NA	NA	NA	Fairfield,OH
-81.0998342	32.0835407	locality	approximate	savannah, ga, usa	32.189996	31.8910777	-81.0303609	-81.370391	NA	united states	chatham county	georgia	savannah	NA	NA	NA	Savannah,GA
-118.92794	34.1459	locality	approximate	hidden valley, ca 91361, usa	34.155134	34.136665	-118.9119326	-118.9439474	91361	united states	ventura county	california	hidden valley	NA	NA	NA	Hidden+Valley,CA
-86.2196936	32.8895681	locality	approximate	rockford, al 35136, usa	32.91061	32.870185	-86.1978799	-86.2285389	35136	united states	coosa county	alabama	rockford	NA	NA	NA	Rockford,AL
-72.795027	41.7360305	locality	approximate	farmington, ct, usa	41.7764978	41.6878989	-72.7619688	-72.908546	NA	united states	hartford county	connecticut	farmington	NA	NA	NA	Farmington,CT
-77.4310992	38.8942786	locality	approximate	chantilly, va, usa	38.9109341	38.8466979	-77.364681	-77.4493559	NA	united states	fairfax county	virginia	chantilly	NA	NA	NA	Chantilly,VA
-75.1895576	39.8318378	locality	approximate	west deptford, nj, usa	39.8803462	39.794947	-75.1303159	-75.237218	NA	united states	gloucester county	new jersey	west deptford	NA	NA	NA	West+Deptford,NJ
-74.6400432	40.5292099	administrative_area_level_2	approximate	somerset county, nj, usa	40.758005	40.3743969	-74.4018389	-74.797841	NA	united states	somerset county	new jersey	NA	NA	NA	NA	Somerset+,NJ
-76.8610462	39.2037144	locality	approximate	columbia, md, usa	39.2400389	39.1476489	-76.786965	-76.9432	NA	united states	howard county	maryland	columbia	NA	NA	NA	Columbia+,MD
-75.2913018	38.5915023	locality	approximate	millsboro, de, usa	38.6060299	38.570558	-75.271485	-75.3076799	NA	united states	sussex county	delaware	millsboro	NA	NA	NA	Millsboro,DE
-87.825055	41.7255879	locality	approximate	hickory hills, il, usa	41.7401319	41.7084319	-87.8056019	-87.8481559	NA	united states	cook county	illinois	hickory hills	NA	NA	NA	Hickory+Hills,IL
76.6393805	12.2958104	locality	approximate	mysuru, karnataka, india	12.3744611	12.2468304	76.7110062	76.5603734	NA	india	mysuru	karnataka	mysuru	NA	NA	NA	Mysore+,
-94.969956	35.91537	locality	approximate	tahlequah, ok 74464, usa	35.952788	35.856271	-94.9419011	-95.015171	74464	united states	cherokee county	oklahoma	tahlequah	NA	NA	NA	Tahlequah,OK
-83.6324022	32.8406946	locality	approximate	macon, ga, usa	32.899785	32.765651	-83.5485979	-83.7397409	NA	united states	bibb county	georgia	macon	NA	NA	NA	Macon,GA
-84.0199108	33.857328	locality	approximate	snellville, ga, usa	33.8921699	33.818717	-83.950932	-84.0437659	NA	united states	gwinnett county	georgia	snellville	NA	NA	NA	Snellville,GA
-84.7902223	35.5147939	locality	approximate	decatur, tn 37322, usa	35.5413039	35.503591	-84.7735699	-84.8128091	37322	united states	meigs county	tennessee	decatur	NA	NA	NA	Decatur,TN
-81.7328567	28.0222435	locality	approximate	winter haven, fl, usa	28.095211	27.920327	-81.62822	-81.77014	NA	united states	polk county	florida	winter haven	NA	NA	NA	Winter+Haven,FL
-122.6343134	47.2502467	locality	approximate	fox island, wa 98333, usa	47.2784829	47.2181077	-122.5894104	-122.6697368	98333	united states	pierce county	washington	fox island	NA	NA	NA	Fox+Island,WA
-80.3000866	39.3956423	locality	approximate	shinnston, wv 26431, usa	39.410078	39.374649	-80.280182	-80.313125	26431	united states	harrison county	west virginia	shinnston	NA	NA	NA	Shinnston,WV
-78.6141798	33.8732279	locality	approximate	little river, sc, usa	33.9062479	33.851508	-78.5768861	-78.6872949	NA	united states	horry county	south carolina	little river	NA	NA	NA	Little+River,SC
-89.5912098	40.6472603	locality	approximate	creve coeur, il, usa	40.6610451	40.622138	-89.57393	-89.637101	NA	united states	tazewell county	illinois	creve coeur	NA	NA	NA	Creve+Coeur,IL
-157.8583333	21.3069444	locality	approximate	honolulu, hi, usa	21.4012299	21.2549062	-157.6485225	-157.9494185	NA	united states	honolulu county	hawaii	honolulu	NA	NA	NA	Honolulu,HI
-88.5445447	42.6727927	locality	approximate	elkhorn, wi, usa	42.7208689	42.640985	-88.491382	-88.5733429	NA	united states	walworth county	wisconsin	elkhorn	NA	NA	NA	Elkhorn,WI
-93.3292623	43.763832	locality	approximate	clarks grove, mn 56016, usa	43.7686019	43.7570339	-93.3160109	-93.337009	56016	united states	freeborn county	minnesota	clarks grove	NA	NA	NA	Clarks+Grove,MN
-86.4197134	35.0625857	locality	approximate	flintville, tn 37335, usa	35.0717183	35.0534521	-86.403706	-86.4357208	37335	united states	lincoln county	tennessee	flintville	NA	NA	NA	Flintville,TN
-95.6890185	39.0558235	locality	approximate	topeka, ks, usa	39.109265	38.916844	-95.603799	-95.812263	NA	united states	shawnee county	kansas	topeka	NA	NA	NA	Topeka,KS
-119.0987176	36.4135605	locality	approximate	woodlake, ca 93286, usa	36.428238	36.393929	-119.080878	-119.1348081	93286	united states	tulare county	california	woodlake	NA	NA	NA	Woodlake,CA
-117.9772873	34.1394513	locality	approximate	duarte, ca, usa	34.1943251	34.1213861	-117.924704	-117.990543	NA	united states	los angeles county	california	duarte	NA	NA	NA	Duarte,CA
-119.2518349	39.6079683	locality	approximate	fernley, nv, usa	39.7403848	39.4599369	-119.0585139	-119.323053	NA	united states	lyon county	nevada	fernley	NA	NA	NA	Fernley,NV
-89.2633939	31.8668234	locality	approximate	stringer, ms 39481, usa	31.8762991	31.8573467	-89.2473865	-89.2794013	39481	united states	jasper county	mississippi	stringer	NA	NA	NA	Stringer,MS
-75.1253492	40.1198332	locality	approximate	abington, pa, usa	40.141009	40.10681	-75.0966121	-75.1562191	NA	united states	montgomery county	pennsylvania	abington	NA	NA	NA	Abington,PA
-117.0805825	33.0335773	neighborhood	approximate	rancho bernardo, san diego, ca, usa	33.080419	32.987306	-117.0231429	-117.133866	NA	united states	san diego county	california	san diego	NA	NA	NA	Rancho+Bernardo,CA
-120.6212821	35.1216424	locality	approximate	grover beach, ca, usa	35.1343679	35.105481	-120.6047641	-120.6385611	NA	united states	san luis obispo county	california	grover beach	NA	NA	NA	Grover+Beach,CA
-105.0822551	39.4454285	route	geometric_center	roxborough drive, littleton, co 80125, usa	39.4641836	39.426615	-105.0613332	-105.090841	80125	united states	douglas county	colorado	littleton	roxborough drive	NA	NA	Roxborough,CO
-80.7797935	37.0478982	locality	approximate	pulaski, va, usa	37.0808049	37.032336	-80.7224349	-80.800543	NA	united states	pulaski county	virginia	pulaski	NA	NA	NA	Pulaski,VA
-122.310765	37.9161326	locality	approximate	el cerrito, ca, usa	37.9382241	37.897825	-122.28108	-122.323581	NA	united states	contra costa county	california	el cerrito	NA	NA	NA	El+Cerrito,CA
-78.9983676	33.683504	locality	approximate	socastee, sc, usa	33.7315361	33.650192	-78.9377719	-79.0689369	NA	united states	horry county	south carolina	socastee	NA	NA	NA	Socastee,SC
-75.6915973	39.3951115	locality	approximate	townsend, de 19734, usa	39.408353	39.387003	-75.679809	-75.7076731	19734	united states	new castle county	delaware	townsend	NA	NA	NA	Townsend,DE
-123.7737763	46.9553719	locality	approximate	cosmopolis, wa, usa	46.96365	46.9440029	-123.752091	-123.7896259	NA	united states	grays harbor county	washington	cosmopolis	NA	NA	NA	Cosmopolis,WA
-118.0725641	33.8030716	locality	approximate	los alamitos, ca, usa	33.8195179	33.781016	-118.0324789	-118.092942	NA	united states	orange county	california	los alamitos	NA	NA	NA	Los+Alamitos,CA
-78.8894682	38.0684692	locality	approximate	waynesboro, va, usa	38.0991399	38.0311851	-78.85509	-78.9514839	NA	united states	NA	virginia	waynesboro	NA	NA	NA	Waynesboro,VA
-86.2088669	34.2675937	locality	approximate	albertville, al, usa	34.316804	34.216478	-86.1459579	-86.2744769	NA	united states	marshall county	alabama	albertville	NA	NA	NA	Albertville,AL
174.4382721	-39.3538149	administrative_area_level_1	approximate	taranaki, new zealand	-38.706394	-39.869374	174.9761954	173.751323	NA	new zealand	NA	taranaki	NA	NA	NA	NA	Taranaki+,
-83.0354289	33.4720779	locality	approximate	white plains, ga, usa	33.5133949	33.45711	-83.0128529	-83.0558949	NA	united states	greene county	georgia	white plains	NA	NA	NA	White+Plains,GA
-87.70253	34.7312005	locality	approximate	tuscumbia, al, usa	34.7455391	34.687332	-87.666995	-87.7522309	NA	united states	colbert county	alabama	tuscumbia	NA	NA	NA	Tuscumbia,AL
-90.704279	35.8422967	locality	approximate	jonesboro, ar, usa	35.8933789	35.7486	-90.551545	-90.785927	NA	united states	craighead county	arkansas	jonesboro	NA	NA	NA	Jonesboro,AR
-84.6154897	34.0234337	locality	approximate	kennesaw, ga, usa	34.066902	33.9854599	-84.5840659	-84.650021	NA	united states	cobb county	georgia	kennesaw	NA	NA	NA	Kennesaw,GA
-88.1625389	38.9908766	locality	approximate	newton, il 62448, usa	38.9980891	38.9728349	-88.143873	-88.192267	62448	united states	jasper county	illinois	newton	NA	NA	NA	Newton+,IL
-87.5675315	38.355236	route	geometric_center	indiana 65, indiana, usa	38.4823142	38.0204026	-87.3946982	-87.711429	NA	united states	NA	indiana	NA	highway 65	NA	NA	I-65+,IN
-82.5154471	40.75839	locality	approximate	mansfield, oh, usa	40.843412	40.68897	-82.457189	-82.59009	NA	united states	richland county	ohio	mansfield	NA	NA	NA	Mansfield+,OH
-76.7439767	38.4421648	locality	approximate	mechanicsville, md 20659, usa	38.463328	38.419237	-76.70862	-76.7706039	20659	united states	st. mary's county	maryland	mechanicsville	NA	NA	NA	Mechanicsville,MD
-89.7781379	35.4411945	locality	approximate	atoka, tn, usa	35.470459	35.3854289	-89.745004	-89.8526459	NA	united states	tipton county	tennessee	atoka	NA	NA	NA	Atoka,TN
-82.6829406	38.5367471	locality	approximate	ironton, oh, usa	38.558408	38.499396	-82.6502601	-82.7164941	NA	united states	lawrence county	ohio	ironton	NA	NA	NA	Ironton,OH
-118.6839945	48.0783632	locality	approximate	keller, wa 99140, usa	48.118175	48.0518213	-118.660759	-118.7808519	99140	united states	ferry county	washington	keller	NA	NA	NA	Keller,WA
-121.4798948	38.636514	neighborhood	approximate	north sacramento, sacramento, ca, usa	38.6855541	38.582489	-121.363332	-121.5601679	NA	united states	sacramento county	california	sacramento	NA	NA	NA	North+Sacramento,CA
-71.5642076	41.6885978	locality	approximate	coventry, ri, usa	41.730208	41.6560649	-71.5324061	-71.789703	NA	united states	kent county	rhode island	coventry	NA	NA	NA	Coventry,RI
-90.2015111	40.8617048	locality	approximate	gilson, il 61436, usa	40.8701429	40.8532656	-90.1855037	-90.2175185	61436	united states	knox county	illinois	gilson	NA	NA	NA	Gilson,IL
-73.116214	42.36592	locality	approximate	washington, ma, usa	42.413885	42.301533	-73.064376	-73.2384011	NA	united states	berkshire county	massachusetts	washington	NA	NA	NA	Washington,MA
-111.7573521	32.8795022	locality	approximate	casa grande, az, usa	32.99662	32.777503	-111.636468	-111.9123101	NA	united states	pinal county	arizona	casa grande	NA	NA	NA	Casa+Grande,AZ
-81.3792365	28.5383355	locality	approximate	orlando, fl, usa	28.6143519	28.3479859	-81.22977	-81.50773	NA	united states	orange county	florida	orlando	NA	NA	NA	Orlando+,FL
-88.6222708	34.0889981	locality	approximate	nettleton, ms, usa	34.1078801	34.0647009	-88.604656	-88.6487201	NA	united states	monroe county	mississippi	nettleton	NA	NA	NA	Nettleton,MS
-81.5370671	41.4739419	locality	approximate	shaker heights, oh, usa	41.4929519	41.4570529	-81.507121	-81.5937571	NA	united states	cuyahoga county	ohio	shaker heights	NA	NA	NA	Shaker+Heights,OH
-70.8411558	42.6791832	locality	approximate	ipswich, ma, usa	42.7314932	42.6342	-70.7279912	-70.9659059	NA	united states	essex county	massachusetts	ipswich	NA	NA	NA	Ipswich,MA
-95.4035523	30.8529664	locality	approximate	riverside, tx, usa	30.8611219	30.837178	-95.378097	-95.4183061	NA	united states	walker county	texas	riverside	NA	NA	NA	Riverside,TX
-97.4844657	33.0012356	locality	approximate	newark, tx, usa	33.0237001	32.9828568	-97.445044	-97.502876	NA	united states	wise county	texas	newark	NA	NA	NA	Newark,TX
-71.3020052	42.6703687	locality	approximate	dracut, ma, usa	42.736102	42.649153	-71.238103	-71.3788649	NA	united states	middlesex county	massachusetts	dracut	NA	NA	NA	Dracut,MA
-76.8077338	42.0897965	locality	approximate	elmira, ny, usa	42.120203	42.064651	-76.776711	-76.842274	NA	united states	chemung county	new york	elmira	NA	NA	NA	Elmira,NY
-70.8476708	42.1162217	locality	approximate	hanover, ma, usa	42.1582128	42.0856008	-70.8035019	-70.899861	NA	united states	plymouth county	massachusetts	hanover	NA	NA	NA	Hanover,MA
-80.1989362	25.984536	locality	approximate	west park, fl, usa	25.9956679	25.9727	-80.1743609	-80.2071689	NA	united states	broward county	florida	west park	NA	NA	NA	West+Park,FL
-73.9234619	40.7643574	neighborhood	approximate	astoria, queens, ny, usa	40.7826018	40.7529475	-73.9022182	-73.9447342	NA	united states	queens county	new york	new york	NA	NA	NA	Astoria+,NY
error	error	NA	NA	NA	error	error	error	error	error	error	error	error	error	error	error	error	error
-82.7873244	27.9094665	locality	approximate	largo, fl, usa	27.9432791	27.875044	-82.6962789	-82.8452817	NA	united states	pinellas county	florida	largo	NA	NA	NA	Largo,FL
-87.0611412	41.4730948	locality	approximate	valparaiso, in, usa	41.512036	41.4388139	-86.9974599	-87.109371	NA	united states	porter county	indiana	valparaiso	NA	NA	NA	Valparaiso,IN
-81.0278546	35.024312	locality	approximate	tega cay, sc, usa	35.057293	35.0205922	-80.9898066	-81.0395409	NA	united states	york county	south carolina	tega cay	NA	NA	NA	Tega+Cay,SC
-116.9739167	32.8383828	locality	approximate	santee, ca, usa	32.9034739	32.814991	-116.938079	-117.038447	NA	united states	san diego county	california	santee	NA	NA	NA	Santee,CA
-78.8156113	43.1848992	administrative_area_level_3	approximate	cambria, ny, usa	43.2205559	43.132056	-78.754108	-78.885562	NA	united states	niagara county	new york	NA	NA	NA	NA	Cambria,NY
-80.3928423	40.3820132	locality	approximate	burgettstown, pa 15021, usa	40.3905669	40.371649	-80.385406	-80.399163	15021	united states	washington county	pennsylvania	burgettstown	NA	NA	NA	Burgettstown,PA
121.5362916	-30.8101921	locality	approximate	lakewood wa 6431, australia	-30.8041534	-30.8549365	121.5572891	121.4949875	6431	australia	NA	western australia	lakewood	NA	NA	NA	Lakewood,WA
-93.1540591	33.9209365	locality	approximate	gurdon, ar 71743, usa	33.926553	33.903923	-93.129639	-93.1950189	71743	united states	clark county	arkansas	gurdon	NA	NA	NA	Gurdon,AR
-70.8481164	43.5406359	locality	approximate	shapleigh, me, usa	43.627607	43.470261	-70.7803749	-70.9083969	NA	united states	york county	maine	shapleigh	NA	NA	NA	Shapleigh,ME
-122.2566367	38.1040864	locality	approximate	vallejo, ca, usa	38.173496	38.0603991	-122.1661499	-122.3590306	NA	united states	solano county	california	vallejo	NA	NA	NA	Vallejo,CA
-90.751516	42.5144462	locality	approximate	asbury, ia 52002, usa	42.5228449	42.4993909	-90.7450269	-90.802009	52002	united states	dubuque county	iowa	asbury	NA	NA	NA	Asbury,IA
-122.3255254	37.5629917	locality	approximate	san mateo, ca, usa	37.5923396	37.510937	-122.275478	-122.3557821	NA	united states	san mateo county	california	san mateo	NA	NA	NA	San+Mateo,CA
-81.3124341	29.9012437	locality	approximate	saint augustine, fl, usa	29.956052	29.8569199	-81.2657009	-81.3448929	NA	united states	st. johns county	florida	saint augustine	NA	NA	NA	St-Augustine,FL
-71.4745881	42.0867608	locality	approximate	bellingham, ma, usa	42.13587	42.01719	-71.4411169	-71.5031498	NA	united states	norfolk county	massachusetts	bellingham	NA	NA	NA	Bellingham,MA
-76.643633	38.488806	airport	approximate	sandy point, prince frederick, md 20678, usa	38.4901549802915	38.4874570197085	-76.6422840197085	-76.6449819802915	20678	united states	calvert county	maryland	prince frederick	NA	NA	sandy point	Sandy+Point+,
-93.4044187	44.9260794	locality	approximate	hopkins, mn, usa	44.94927	44.906064	-93.3708241	-93.4295199	NA	united states	hennepin county	minnesota	hopkins	NA	NA	NA	Hopkins,MN
-116.553465	48.276577	locality	approximate	sandpoint, id, usa	48.3127569	48.2566349	-116.5377506	-116.581108	NA	united states	bonner county	idaho	sandpoint	NA	NA	NA	Sandpoint,ID
-94.1185366	36.3320196	locality	approximate	rogers, ar, usa	36.40587	36.265266	-94.079499	-94.241444	NA	united states	benton county	arkansas	rogers	NA	NA	NA	Rogers,AR
-98.2142572	44.3633173	locality	approximate	huron, sd, usa	44.399637	44.32698	-98.153926	-98.2585079	NA	united states	beadle county	south dakota	huron	NA	NA	NA	Huron,SD
-118.096735	33.9830688	locality	approximate	pico rivera, ca, usa	34.0288469	33.950362	-118.040001	-118.123238	NA	united states	los angeles county	california	pico rivera	NA	NA	NA	Pico+Rivera,CA
-118.081733	33.9022367	locality	approximate	norwalk, ca, usa	33.9340258	33.8803119	-118.0420779	-118.111812	NA	united states	los angeles county	california	norwalk	NA	NA	NA	Norwalk,CA
-84.3280022	39.9625534	locality	approximate	west milton, oh, usa	39.9907848	39.927316	-84.31112	-84.346385	NA	united states	miami county	ohio	west milton	NA	NA	NA	West+Milton,OH
-85.1115965	31.2926762	locality	approximate	columbia, al, usa	31.3086769	31.276302	-85.087643	-85.139535	NA	united states	houston county	alabama	columbia	NA	NA	NA	Columbia,AL
-75.2743467	40.1023319	locality	approximate	plymouth meeting, pa, usa	40.131785	40.0884099	-75.2601229	-75.304925	NA	united states	montgomery county	pennsylvania	plymouth meeting	NA	NA	NA	Plymouth+Meeting,PA
-80.4267553	36.0004956	locality	approximate	bermuda run, nc 27006, usa	36.0168584	35.9879292	-80.4137499	-80.4529264	27006	united states	davie county	north carolina	bermuda run	NA	NA	NA	Bermuda+Run,NC
-98.0017248	41.1158476	locality	approximate	central city, ne 68826, usa	41.1306009	41.1010039	-97.9668119	-98.020044	68826	united states	merrick county	nebraska	central city	NA	NA	NA	Central+City,NE
-74.6053047	39.3160641	locality	approximate	somers point, nj, usa	39.337404	39.2940346	-74.5690469	-74.62905	NA	united states	atlantic county	new jersey	somers point	NA	NA	NA	Somers+Point,NJ
-92.3425775	42.492786	locality	approximate	waterloo, ia, usa	42.5704659	42.4221841	-92.24888	-92.4371199	NA	united states	black hawk county	iowa	waterloo	NA	NA	NA	Waterloo,IA
-106.5511369	35.30004	locality	approximate	bernalillo, nm, usa	35.334438	35.286034	-106.5209151	-106.5844171	NA	united states	sandoval county	new mexico	bernalillo	NA	NA	NA	Bernalillo,NM
-71.6306317	43.695318	locality	approximate	ashland, nh, usa	43.7494902	43.6861609	-71.5816139	-71.6767788	NA	united states	grafton county	new hampshire	ashland	NA	NA	NA	Ashland,NH
-122.3467918	47.4703767	locality	approximate	burien, wa, usa	47.5222241	47.431021	-122.292294	-122.3827749	NA	united states	king county	washington	burien	NA	NA	NA	Burien,WA
-91.5015002	29.7960399	locality	approximate	franklin, la, usa	29.822948	29.753266	-91.4783959	-91.546909	NA	united states	st. mary parish	louisiana	franklin	NA	NA	NA	Franklin,LA
-78.7361323	35.1629419	locality	approximate	wade, nc, usa	35.175361	35.1442799	-78.722288	-78.7560129	NA	united states	cumberland county	north carolina	wade	NA	NA	NA	Wade,NC
-80.0364297	26.7056206	locality	approximate	palm beach, fl, usa	26.771484	26.5943506	-80.0317098	-80.0454819	NA	united states	palm beach county	florida	palm beach	NA	NA	NA	Palm+Beach,FL
-96.6705503	33.1031744	locality	approximate	allen, tx, usa	33.157565	33.0708109	-96.6088088	-96.736575	NA	united states	collin county	texas	allen	NA	NA	NA	Allen,TX
-79.1214313	33.4332236	locality	approximate	pawleys island, sc, usa	33.4478618	33.3988652	-79.1088986	-79.1394889	NA	united states	georgetown county	south carolina	pawleys island	NA	NA	NA	Pawleys+Island,SC
-80.0728201	26.4614625	locality	approximate	delray beach, fl, usa	26.4914608	26.4205549	-80.0557783	-80.12865	NA	united states	palm beach county	florida	delray beach	NA	NA	NA	Delray+Beach,FL
-123.3125763	43.3901177	locality	approximate	sutherlin, or, usa	43.4108011	43.361908	-123.281334	-123.378181	NA	united states	douglas county	oregon	sutherlin	NA	NA	NA	Sutherlin,OR
-72.2051022	44.9364356	locality	approximate	newport, vt 05855, usa	44.9658989	44.901387	-72.1689199	-72.2428241	05855	united states	orleans county	vermont	newport	NA	NA	NA	Newport,VT
54.366667	24.466667	locality	approximate	abu dhabi - abu dhabi - united arab emirates	24.6213301	24.1517661	54.8509598	54.268856	NA	united arab emirates	NA	abu dhabi	abu dhabi	NA	NA	NA	Abu+Dhabi,
-85.3809149	36.7396974	route	geometric_center	cold springs road, burkesville, ky 42717, usa	36.7410885802915	36.7383906197085	-85.3734249	-85.3885418	42717	united states	cumberland county	kentucky	burkesville	cold springs road	NA	NA	Cold+Springs,KY
-75.2437853	40.2473291	locality	approximate	montgomeryville, pa, usa	40.274426	40.225007	-75.2141328	-75.2639189	NA	united states	montgomery county	pennsylvania	montgomeryville	NA	NA	NA	Montgomeryville,PA
-75.946588	41.5386878	locality	approximate	tunkhannock, pa 18657, usa	41.550714	41.5349549	-75.9352391	-75.9631719	18657	united states	wyoming county	pennsylvania	tunkhannock	NA	NA	NA	Tunkhannock,PA
-92.9093477	37.6114305	locality	approximate	long lane, mo 65590, usa	37.620269	37.602591	-92.8933403	-92.9253551	65590	united states	dallas county	missouri	long lane	NA	NA	NA	Long+Lane,MO
-94.6274636	39.114053	locality	approximate	kansas city, ks, usa	39.202911	39.0435589	-94.588387	-94.908465	NA	united states	wyandotte county	kansas	kansas city	NA	NA	NA	Kansas+City,KS
-72.9026064	41.3838782	locality	approximate	hamden, ct, usa	41.4640969	41.327197	-72.851144	-72.974948	NA	united states	new haven county	connecticut	hamden	NA	NA	NA	Hamden,CT
-77.3230553	39.3607976	locality	approximate	ijamsville, md 21754, usa	39.3935261	39.279277	-77.25161	-77.3571869	21754	united states	frederick county	maryland	ijamsville	NA	NA	NA	Ijamsville,MD
-86.9223432	20.4229839	natural_feature	approximate	cozumel, mexico	20.5920806	20.2720865	-86.7233526	-87.0251046	NA	mexico	NA	NA	NA	NA	NA	NA	Cozumel+,
-111.517624	32.977839	locality	approximate	coolidge, az, usa	33.0100319	32.908467	-111.446857	-111.618602	NA	united states	pinal county	arizona	coolidge	NA	NA	NA	Coolidge,AZ
-83.984684	42.9119753	locality	approximate	durand, mi 48429, usa	42.930557	42.89602	-83.97252	-84.007577	48429	united states	shiawassee county	michigan	durand	NA	NA	NA	Durand,MI
-78.8657912	43.8970929	locality	approximate	oshawa, on, canada	44.047392	43.8503519	-78.7974061	-78.959296	NA	canada	durham regional municipality	ontario	oshawa	NA	NA	NA	Oshawa+,ON
