"long","lat","locale"
"-82.723434","27.691975",1
"-82.45263","27.69913",5
"-98.055296","27.703829",7
"-82.453041","27.720111",1
"-98.077194","27.724589",1
"-81.55934","27.72938",1
"-81.764743","27.749273",1
"-80.400219","27.756699",1
"-98.2389","27.76391",2
"-82.768991","27.769194",2
"-82.335058","27.770526",1
"-97.105137","27.770678",5
"-97.752083","27.795517",3
"-82.287123","27.796713",13
"-97.399067","27.797802",62
"-80.483098","27.799123",10
"-82.800502","27.801444",1
"-80.468199","27.808049",3
"-82.811214","27.808636",1
"-81.366438","27.811833",8
"-82.383982","27.814749",1
"-82.7201","27.815581",1
"-82.828992","27.826136",1
"-82.37425","27.82665",4
"-81.5281","27.83422",3
"-81.373419","27.841254",2
"-82.145644","27.850027",1
"-82.19787","27.8603",9
"-82.350044","27.8622",7
"-82.848437","27.862801",2
"-82.438841","27.871964",5
"-97.092196","27.873028",1
"-97.32388","27.87725",3
"-97.21166","27.8778",3
"-82.843525","27.886757",7
"-82.724763","27.891809",38
"-81.97342","27.8953",2
"-81.599846","27.896684",1
"-98.614928","27.899181",4
"-81.58445","27.900707",35
"-82.165221","27.904735",2
"-82.802668","27.916998",20
"-81.790794","27.918445",2
"-82.279382","27.931841",1
"-82.180236","27.935002",1
"-82.323968","27.939356",1
"-82.242479","27.940934",10
"-82.45813","27.945957",1
"-82.465119","27.948177",1
"-82.493274","27.948476",1
"-82.828625","27.959847",5
"-82.800103","27.965853",47
"-82.240415","27.975742",3
"-82.461094","27.9808",2
"-81.762456","27.987284",18
"-82.69316","27.99085",4
"-82.582035","27.996097",159
"-81.61864","28.002553",2
"-80.56561","28.00363",1
"-82.467857","28.006828",2
"-97.556615","28.012823",1
"-82.134741","28.029627",21
"-80.600412","28.031367",14
"-82.38926","28.035296",2
"-81.899669","28.035908",42
"-99.356329","28.040526",3
"-82.677379","28.050324",8
"-81.78869","28.0653",1
"-81.98008","28.067003",3
"-97.042224","28.067971",1
"-80.56033","28.06835",14
"-81.702162","28.070234",1
"-81.592933","28.075834",6
"-80.604723","28.07821",1
"-80.623618","28.079357",46
"-82.77982","28.0914",2
"-81.727551","28.092424",1
"-82.278977","28.092775",7
"-81.908334","28.1007",1
"-80.579625","28.107943",7
"-82.451959","28.119579",20
"-81.458406","28.140294",2
"-80.65637","28.145095",1
"-82.678972","28.147125",12
"-80.588386","28.148902",4
"-80.59138","28.150566",1
"-82.414612","28.161002",12
"-81.710419","28.164901",1
"-82.511384","28.165519",8
"-81.631589","28.167211",9
"-80.59005","28.17612",15
"-81.82397","28.18251",5
"-82.724448","28.191434",14
"-82.465794","28.191881",12
"-82.16568","28.21305",8
"-82.736882","28.239369",35
"-81.290847","28.244625",5
"-82.288311","28.248058",1
"-80.656825","28.276389",16
"-81.407571","28.291956",32
"-82.704101","28.297976",20
"-81.238957","28.298344",1
"-98.104154","28.302094",2
"-81.406627","28.311371",1
"-81.382268","28.318132",1
"-81.412278","28.322488",1
"-82.481766","28.324796",1
"-81.533129","28.325288",2
"-80.623424","28.325685",17
"-82.198375","28.341557",1
"-98.56876","28.350458",2
"-80.700165","28.356987",2
"-82.702289","28.364322",1
"-80.742906","28.373",17
"-82.64803","28.382489",8
"-81.573614","28.383063",7
"-80.614323","28.394642",15
"-82.212104","28.416397",11
"-97.760826","28.422559",1
"-82.664268","28.432223",1
"-99.23503","28.43693",9
"-98.166012","28.452822",3
"-98.81139","28.46084",1
"-81.370412","28.46552",1
"-82.434791","28.476942",52
"-82.507906","28.479476",1
"-81.543979","28.481031",4
"-97.730956","28.488192",3
"-81.605846","28.541579",9
"-81.373291","28.545179",274
"-81.856084","28.560686",1
"-81.454188","28.567377",1
"-99.570327","28.569297",1
"-81.530251","28.569438",3
"-82.572217","28.570623",5
"-81.379238","28.573131",1
"-81.74619","28.57444",1
"-81.440767","28.578275",1
"-81.685146","28.581499",4
"-81.894119","28.58299",1
"-81.779423","28.584025",31
"-81.870269","28.587996",1
"-81.437798","28.593287",1
"-81.35874","28.602327",17
"-80.807554","28.612219",16
"-81.36459","28.625476",3
"-81.488843","28.635425",15
"-81.123396","28.641942",2
"-81.35118","28.649165",1
"-96.894486","28.649465",1
"-81.23881","28.660087",1
"-81.365039","28.666625",15
"-82.149168","28.676288",3
"-81.327846","28.677775",15
"-81.27669","28.679449",1
"-81.273258","28.686894",17
"-95.96746","28.69082",2
"-99.831645","28.690831",9
"-99.824936","28.69381",1
"-80.895344","28.699314",4
"-81.338401","28.703052",25
"-96.21747","28.70805",1
"-82.307734","28.73035",3
"-81.22328","28.744752",9
"-81.646941","28.746959",2
"-82.513889","28.7508",5
"-81.107884","28.751078",3
"-81.350772","28.7577",4
"-81.888695","28.758895",6
"-99.217995","28.763313",1
"-81.372245","28.763333",1
"-81.725272","28.767762",6
"-96.98073","28.774176",1
"-100.312766","28.781057",5
"-82.121086","28.781677",3
"-81.299169","28.793491",27
"-95.651058","28.798156",4
"-81.353538","28.809476",1
"-81.653642","28.811078",4
"-97.847146","28.812904",1
"-97.845614","28.813454",1
"-81.505121","28.831447",2
"-82.282224","28.834011",9
"-95.664676","28.835256",3
"-82.078342","28.844473",3
"-81.084188","28.854824",1
"-81.678843","28.855051",8
"-98.70641","28.86192",1
"-82.572703","28.867027",6
"-99.108227","28.867782",1
"-81.310355","28.879389",10
"-81.245074","28.900274",32
"-82.458154","28.916925",4
"-82.390044","28.922317",5
"-81.680144","28.925371",1
"-81.983397","28.940109",4
"-99.843874","28.943649",1
"-81.298674","28.948876",3
"-81.033705","28.951931",12
"-81.321619","28.956782",11
"-99.621047","28.959826",1
"-95.267643","28.967946",1
"-98.49487","28.969949",1
"-80.92291","28.974136",12
"-98.495551","28.975023",3
"-81.92425","28.98193",1
"-95.520413","28.995948",1
"-98.477005","29.00065",1
"-82.524892","29.002221",1
"-96.68519","29.003797",2
"-82.032463","29.01123",1
"-81.988419","29.019148",1
"-95.278251","29.021218",5
"-81.172169","29.022729",19
"-82.719003","29.030531",2
"-95.404825","29.031417",1
"-82.038906","29.053715",4
"-95.40994","29.056079",1
"-82.034748","29.061406",1
"-80.980027","29.061595",2
"-98.08195","29.06969",1
"-97.260776","29.093677",2
"-82.656099","29.095501",1
"-97.356256","29.099876",2
"-95.744623","29.100012",2
"-95.684009","29.122892",1
"-81.348834","29.129652",1
"-80.995611","29.138317",8
"-95.406577","29.154269",6
"-98.175887","29.162771",1
"-81.0045","29.165816",4
"-80.982832","29.176093",2
"-95.410552","29.178777",1
"-82.991541","29.188034",3
"-81.047652","29.194",38
"-96.26969","29.19664",1
"-82.087425","29.198907",53
"-98.847138","29.199959",3
"-81.014065","29.200529",2
"-98.978383","29.21041",1
"-98.667756","29.22053",1
"-90.018901","29.227559",2
"-81.029499","29.227996",1
"-96.19996","29.23914",1
"-99.727018","29.240446",4
"-82.087458","29.240728",8
"-81.037556","29.243592",1
"-95.916641","29.244777",1
"-103.25045","29.2502",1
"-95.288863","29.266699",1
"-90.195917","29.269324",1
"-98.735851","29.279376",1
"-89.373855","29.279536",3
"-98.64446","29.28913",2
"-94.775768","29.310535",28
"-98.839256","29.311728",1
"-103.61602","29.32159",2
"-96.091123","29.323344",1
"-82.082367","29.337795",2
"-99.321884","29.339502",1
"-81.735081","29.351084",1
"-89.52422","29.35189",2
"-96.087622","29.354446",1
"-98.253788","29.368735",2
"-94.998361","29.374626",1
"-98.240904","29.378542",2
"-95.241857","29.380858",13
"-82.44677","29.38747",5
"-82.834776","29.389639",3
"-90.609142","29.393661",1
"-103.617232","29.39623",1
"-99.176245","29.398586",1
"-81.33425","29.402177",5
"-95.073408","29.403211",6
"-82.2976","29.407749",1
"-100.893202","29.410195",9
"-96.385547","29.411167",1
"-82.084651","29.411299",1
"-96.93942","29.418431",3
"-82.20558","29.423388",2
"-95.771651","29.423517",2
"-89.610895","29.427996",1
"-90.304724","29.437009",2
"-83.28736","29.44135",1
"-81.974533","29.446083",1
"-96.397296","29.447899",1
"-98.528407","29.453094",1
"-94.639638","29.457177",4
"-81.147376","29.463685",5
"-81.282815","29.466085",26
"-98.528889","29.468413",210
"-81.130457","29.479841",2
"-99.71255","29.49523",1
"-98.618632","29.495231",1
"-95.052262","29.496451",13
"-89.72015","29.50422",1
"-90.335128","29.509589",5
"-81.144505","29.514697",1
"-95.192133","29.515074",6
"-98.31612","29.51801",5
"-101.170526","29.527368",8
"-95.204473","29.532296",1
"-96.058765","29.534869",1
"-81.633608","29.536502",1
"-95.11826","29.53773",8
"-95.02048","29.54273",6
"-98.92308","29.54412",1
"-95.091041","29.544675",1
"-90.60606","29.550601",3
"-95.858475","29.555889",1
"-99.736448","29.555954",1
"-95.279739","29.561554",14
"-98.22696","29.56162",2
"-95.02548","29.56412",1
"-82.894272","29.56467",12
"-90.37625","29.56692",3
"-104.372626","29.572128",2
"-98.68975","29.57801",3
"-90.805402","29.578671",11
"-97.951829","29.578734",9
"-96.984983","29.589681",1
"-82.08732","29.59191",1
"-98.03069","29.593487",1
"-95.970925","29.604177",1
"-98.943086","29.604672",1
"-81.884332","29.610135",2
"-82.81762","29.61329",1
"-95.537722","29.618567",3
"-99.51531","29.6188",1
"-95.567968","29.62431",3
"-95.64241","29.630032",8
"-83.12513","29.6344",1
"-98.305291","29.634671",1
"-95.794526","29.64609",4
"-82.324515","29.648993",57
"-81.59816","29.65062",1
"-82.320247","29.652704",1
"-94.592995","29.662044",2
"-94.88992","29.66217",1
"-97.50527","29.66579",1
"-100.012219","29.669203",1
"-83.004951","29.669866",1
"-96.743007","29.675937",1
"-98.948428","29.67956",2
"-97.647504","29.680904",5
"-82.353862","29.681312",1
"-90.627822","29.683764",3
"-82.564624","29.687249",1
"-95.037559","29.687602",1
"-95.051319","29.688447",3
"-81.406081","29.68875",2
"-95.935279","29.688985",3
"-81.708149","29.690907",6
"-83.37638","29.693191",3
"-91.30205","29.69326",3
"-90.549555","29.693833",1
"-98.070726","29.696878",15
"-91.265374","29.697653",5
"-96.53969","29.70662",3
"-97.638005","29.709928",1
"-82.139267","29.719689",1
"-84.986229","29.719739",1
"-99.104014","29.724328",5
"-85.111304","29.731714",4
"-81.88343","29.73274",1
"-94.994123","29.733283",17
"-84.850619","29.749799",1
"-82.859591","29.752571",1
"-81.301979","29.759316",1
"-101.230032","29.763171",1
"-95.372104","29.764011",1
"-92.926076","29.764417",1
"-95.496358","29.764757",1
"-98.46263","29.776691",1
"-93.301948","29.778662",1
"-96.15718","29.78079",1
"-82.171365","29.789496",1
"-81.964579","29.790779",1
"-93.437979","29.791099",2
"-95.115","29.79138",2
"-100.674815","29.793549",1
"-91.5015","29.79604",3
"-99.24643","29.79661",2
"-95.309789","29.813142",333
"-82.472049","29.813456",2
"-81.946556","29.813555",2
"-97.2186","29.815783",1
"-94.475364","29.823383",3
"-95.426267","29.826448",1
"-92.300131","29.831322",1
"-95.434241","29.83399",8
"-90.112449","29.837276",1
"-95.733756","29.837562",49
"-97.850842","29.839448",1
"-90.430699","29.841219",2
"-95.287015","29.84405",1
"-90.00679","29.84727",2
"-84.66435","29.85326",1
"-82.143297","29.862285",3
"-99.686783","29.865649",4
"-89.87568","29.86666",1
"-94.8327","29.86828",1
"-93.964278","29.870904",2
"-90.069558","29.875555",2
"-98.26167","29.87622",7
"-98.408614","29.881355",2
"-90.39661","29.89266",1
"-98.685719","29.893137",5
"-81.314517","29.894691",3
"-96.872133","29.896494",1
"-89.894926","29.900262",1
"-90.34925","29.90364",1
"-91.064291","29.908353",5
"-97.317608","29.90847",1
"-90.032571","29.910205",1
"-90.055722","29.911385",4
"-95.05908","29.91462",8
"-99.252091","29.91526",1
"-90.204326","29.920768",1
"-82.71373","29.92329",2
"-94.250741","29.926051",1
"-97.56444","29.92744",1
"-82.179651","29.928149",3
"-91.724248","29.936497",1
"-81.420603","29.937673",6
"-93.916957","29.941563",3
"-90.046738","29.944926",1
"-92.241595","29.946603",4
"-92.045277","29.947394",1
"-89.954906","29.947746",2
"-91.832747","29.949527",5
"-90.373603","29.950483",1
"-96.038847","29.95078",1
"-90.381187","29.951456",1
"-89.99839","29.95532",1
"-90.215632","29.960204",5
"-90.368185","29.964207",1
"-98.90414","29.97155",5
"-92.104208","29.972543",1
"-97.997166","29.972907",22
"-98.720862","29.972992",2
"-93.9924","29.97438",3
"-98.318309","29.975745",6
"-98.26585","29.97688",2
"-90.125037","29.979324",2
"-81.685609","29.980869",1
"-94.202683","29.983549",1
"-93.129321","29.984101",1
"-90.161821","29.984643",14
"-94.010953","29.985958",1
"-95.198137","29.986614",1
"-99.155469","29.988525",4
"-93.95851","29.99132",8
"-99.179651","29.991391",1
"-90.258065","29.99171",14
"-95.257381","29.995866",1
"-97.83354","29.996599",3
"-92.28485","29.99798",1
"-81.76468","29.998318",2
"-95.176598","29.998831",2
"-95.262155","29.998831",15
"-97.222121","30.003401",7
"-82.341422","30.007626",1
"-98.031713","30.012441",6
"-84.386837","30.021079",1
"-90.571198","30.023536",2
"-95.08576","30.02716",6
"-81.848401","30.031702",8
"-95.261044","30.033553",11
"-82.932228","30.036193",2
"-90.743705","30.041815",1
"-94.8852","30.04661",3
"-90.68981","30.04742",1
"-94.33574","30.04799",1
"-82.710569","30.05198",1
"-95.616748","30.05433",1
"-89.930956","30.068812",60
"-93.864976","30.071743",7
"-94.109705","30.073712",13
"-93.737071","30.084439",1
"-95.990493","30.086834",2
"-95.585826","30.094886",20
"-96.424787","30.095243",1
"-94.060105","30.096636",2
"-93.727138","30.097182",1
"-96.07829","30.09744",1
"-93.775486","30.09848",1
"-91.99012","30.09965",4
"-95.22966","30.10244",4
"-82.68778","30.105451",8
"-93.774612","30.107154",3
"-97.989275","30.108361",7
"-85.20047","30.1127",3
"-93.735166","30.114376",8
"-93.079875","30.126042",1
"-95.468467","30.136378",30
"-95.46836","30.136972",11
"-98.419985","30.137027",1
"-84.3673","30.1402",1
"-94.41102","30.14021",1
"-97.313592","30.140905",10
"-95.713558","30.145493",1
"-82.585359","30.149089",1
"-96.68609","30.14938",1
"-85.628479","30.150406",2
"-97.60206","30.151068",2
"-81.797016","30.152238",13
"-95.21132","30.15522",3
"-93.935765","30.15549",5
"-85.660922","30.159737",22
"-95.339413","30.162225",1
"-98.044468","30.165463",6
"-94.735446","30.166506",1
"-83.609333","30.17247",4
"-83.030438","30.175865",5
"-96.628566","30.179152",2
"-84.34906","30.183372",4
"-82.983576","30.186428",3
"-81.370637","30.192743",2
"-85.813624","30.200682",30
"-90.869481","30.204707",9
"-93.583787","30.208206",1
"-92.379963","30.210073",1
"-95.094931","30.214658",1
"-91.267904","30.215233",1
"-98.405866","30.21577",2
"-96.385104","30.216516",3
"-92.267493","30.222989",1
"-81.380082","30.227465",2
"-88.023053","30.228537",5
"-93.214903","30.233355",25
"-92.92154","30.23548",4
"-90.827056","30.236364",2
"-93.01376","30.23687",2
"-93.275454","30.240705",10
"-91.991044","30.24171",26
"-85.64826","30.24548",4
"-89.60468","30.24923",2
"-95.544193","30.250211",2
"-81.38183","30.252841",1
"-88.1349","30.254867",6
"-95.183281","30.255457",3
"-92.261328","30.256405",4
"-82.902629","30.256893",1
"-92.486465","30.256951",1
"-89.792557","30.262109",18
"-89.480153","30.269671",1
"-87.750611","30.269721",14
"-87.581457","30.281046",9
"-94.219122","30.281836",4
"-89.371231","30.285046",2
"-81.732503","30.285704",1
"-86.027719","30.289685",2
"-93.37169","30.290269",2
"-89.463187","30.295608",3
"-92.469182","30.299682",1
"-93.435063","30.300185",7
"-87.427477","30.300201",1
"-93.19071","30.302704",4
"-81.975387","30.302738",1
"-90.97205","30.30297",4
"-93.75864","30.30344",1
"-95.438548","30.307375",15
"-97.36044","30.308019",3
"-93.643003","30.312173",2
"-98.8936","30.313385",5
"-81.408006","30.315978",1
"-92.04901","30.31714",1
"-86.130219","30.318534",2
"-97.884751","30.321025",1
"-84.252206","30.321358",2
"-87.713383","30.322796",1
"-89.785984","30.32349",1
"-81.414343","30.324431",4
"-90.855072","30.3249",1
"-97.771258","30.326374",254
"-86.164942","30.330756",1
"-87.137468","30.333533",4
"-81.3987","30.33441",5
"-97.361224","30.338584",2
"-94.978471","30.343114",5
"-88.553648","30.343321",1
"-97.512902","30.343501",3
"-87.113185","30.347061",14
"-88.555128","30.348107",1
"-94.17796","30.3491",1
"-104.018475","30.351902",5
"-103.66029","30.357926",6
"-95.685746","30.358652",13
"-94.37408","30.361001",2
"-86.26979","30.362178",1
"-90.039451","30.36218",16
"-86.268298","30.364363",1
"-96.526729","30.364879",2
"-88.540115","30.365446",6
"-97.991679","30.367979",4
"-94.390307","30.371793",1
"-89.177143","30.374646",7
"-89.7484","30.37603",3
"-86.862011","30.381612",6
"-89.102426","30.382966",28
"-85.51506","30.383156",1
"-96.008619","30.383369",1
"-87.274972","30.384088",1
"-81.93872","30.38468",2
"-87.726796","30.384723",8
"-84.79797","30.38658",1
"-90.588723","30.387413",3
"-91.273501","30.390091",1
"-86.469506","30.392765",3
"-86.22883","30.39603",3
"-86.863571","30.401588",17
"-92.21513","30.40298",2
"-88.758742","30.405229",16
"-90.743125","30.407207",6
"-86.66301","30.40992",2
"-87.549041","30.412773",1
"-98.356711","30.414943",2
"-86.598779","30.421291",2
"-88.66487","30.421676",5
"-94.73533","30.421815",1
"-89.264327","30.426162",7
"-90.083421","30.426274",1
"-86.827677","30.426494",6
"-84.258472","30.427753",1
"-87.222516","30.428781",59
"-98.112655","30.430044",44
"-88.341315","30.433801",1
"-81.91928","30.435349",1
"-86.630353","30.43763",1
"-95.533229","30.438807",1
"-88.634482","30.441072",1
"-84.27707","30.441938",1
"-85.075196","30.442696",1
"-97.597055","30.442737",6
"-94.82258","30.443808",1
"-86.57912","30.44575",6
"-86.62545","30.448726",14
"-91.185607","30.44924",49
"-93.43322","30.45048",1
"-92.697025","30.452737",1
"-90.156595","30.45886",9
"-86.55026","30.45907",1
"-97.988348","30.460198",6
"-90.393867","30.467958",3
"-86.343279","30.471309",1
"-98.156407","30.475472",5
"-89.955328","30.477483",3
"-87.324253","30.477539",3
"-96.244718","30.47857",1
"-86.409948","30.479087",12
"-88.232843","30.479141",4
"-87.861306","30.480713",5
"-89.418722","30.487498",1
"-88.964318","30.493085",1
"-84.053297","30.493216",1
"-93.951837","30.493361",2
"-92.41763","30.49437",5
"-91.309262","30.494882",1
"-97.923347","30.495475",2
"-82.985428","30.495814",3
"-99.776055","30.49687",5
"-94.9966","30.49798",4
"-88.332468","30.498046",4
"-86.13605","30.49825",2
"-97.8242","30.503949",10
"-83.843279","30.504216",1
"-95.010243","30.504722",2
"-90.34092","30.5063",1
"-86.447541","30.506696",4
"-90.696724","30.507099",2
"-94.832084","30.509389",1
"-88.173001","30.509877",4
"-84.243245","30.513696",4
"-87.47387","30.5152",1
"-91.080373","30.51589",2
"-92.185329","30.518406",1
